+===============================+===============================+=====================================================================================================================================================================================+
| Launch Setup Clock            | Launch Hold Clock             | Pin                                                                                                                                                                                 |
+===============================+===============================+=====================================================================================================================================================================================+
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_fpga_0                    | ebaz4205_i/SSB_demodulator/c_addsub/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[16]/D |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_fpga_0                    | ebaz4205_i/SSB_demodulator/c_addsub/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[15]/D |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_fpga_0                    | ebaz4205_i/SSB_demodulator/c_addsub/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[12]/D |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_fpga_0                    | ebaz4205_i/SSB_demodulator/c_addsub/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[11]/D |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_out1_ebaz4205_clk_wiz_0_0 | ebaz4205_i/FILTER/axi_interface_DEC_RATE_IQ/inst/dds_axi_interface_logic_inst/config_tvalid_ack_sync_ff1_reg/D                                                                      |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_fpga_0                    | ebaz4205_i/SSB_demodulator/c_addsub/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[8]/D  |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_fpga_0                    | ebaz4205_i/SSB_demodulator/c_addsub/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[6]/D  |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_out1_ebaz4205_clk_wiz_0_0 | ebaz4205_i/FILTER_FT/axis_capture_FT/U0/axis_capture_inst/finished_sync_ff1_reg/D                                                                                                   |
| clk_out1_ebaz4205_clk_wiz_0_0 | clk_fpga_0                    | ebaz4205_i/SSB_demodulator/c_addsub/U0/xst_addsub/i_baseblox.i_baseblox_addsub/no_pipelining.the_addsub/i_lut6.i_lut6_addsub/i_q.i_simple.qreg/i_no_async_controls.output_reg[7]/D  |
